CT #,GRP #,M #,Client Company,Shipping Term,Transport Mode,Shipper,Consignee,Origin Country,Destination Country,Origin,Destination,Delivery,Port of Loading,Transshipment Port,Port of Discharge,Act Port Load,Act Port Disch,Cargo Ready,Act Depart,Act Arriv,Act Deliv,CT Conts ST,20,40,40HQ,45,CT CBM,CT CWT,CT GWT kg,CT Plts,Sales Invoice #,Date Issued,Issued by,Bill To Party Company,Status,Currency,Billed Sales Amount,USD Sales Amount,Sales Invoice #,SI CC,SI CC Description,USD SI CC
720003,CT720003,41003,Northgate Supply Co. (UK),FOB,OCEAN - FCL (AW),"Ningbo Yongtai Precision Components Co., Ltd. - Ningbo",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics GmbH - Bremen,"Ningbo, China",,"Hamburg, Germany",20-May-2025,05-Jul-2025,14-May-2025,20-May-2025,05-Jul-2025,12-Jul-2025,,0,0,1,0,,,,,NG100203,27-Jul-2025,Anneke Visser,Northgate Supply Co. Ltd. (UK) - Manchester,open,USD,6455.58,-related-,NG100203,1601,Origin Handling,136.68
720003,CT720003,41003,Northgate Supply Co. (UK),FOB,OCEAN - FCL (AW),"Ningbo Yongtai Precision Components Co., Ltd. - Ningbo",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics GmbH - Bremen,"Ningbo, China",,"Hamburg, Germany",20-May-2025,05-Jul-2025,14-May-2025,20-May-2025,05-Jul-2025,12-Jul-2025,,,,,,,,,,NG100203,01-Aug-2025,Anneke Visser,Northgate Supply Co. Ltd. (UK) - Manchester,open,USD,6455.58,-related-,NG100203,1638,DAP Delivery Charges,1812.75
720003,CT720003,41003,Northgate Supply Co. (UK),FOB,OCEAN - FCL (AW),"Ningbo Yongtai Precision Components Co., Ltd. - Ningbo",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics GmbH - Bremen,"Ningbo, China",,"Hamburg, Germany",20-May-2025,05-Jul-2025,14-May-2025,20-May-2025,05-Jul-2025,12-Jul-2025,,,,,,,,,,NG100203,14-Jul-2025,Anneke Visser,Northgate Supply Co. Ltd. (UK) - Manchester,open,USD,6455.58,-related-,NG100203,1600,Outlay Fee,84.36
720003,CT720003,41003,Northgate Supply Co. (UK),FOB,OCEAN - FCL (AW),"Ningbo Yongtai Precision Components Co., Ltd. - Ningbo",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics GmbH - Bremen,"Ningbo, China",,"Hamburg, Germany",20-May-2025,05-Jul-2025,14-May-2025,20-May-2025,05-Jul-2025,12-Jul-2025,,,,,,,,,,NG100203,16-Jul-2025,Anneke Visser,Northgate Supply Co. Ltd. (UK) - Manchester,open,USD,6455.58,-related-,NG100203,1902,Third Party Survey Fee,132.37
720004,10003,41004,Northgate Supply Co. (UK),DDP,Trucking-Domestic,"Long An Phuoc Thanh Wire Assemblies Co., Ltd. - Long An",Northgate Supply Iberia S.L. - Valencia,Vietnam,Spain,"Ho Chi Minh City, Vietnam","Valencia, Spain",Grupo Raminatrans - Valencia,"Ho Chi Minh City, Vietnam",,"Valencia, Spain",14-Dec-2025,20-Dec-2025,06-Dec-2025,14-Dec-2025,20-Dec-2025,30-Dec-2025,,,,,,24.797,5213.74,5213.74,20,NG100204,05-Jan-2026,Dilan Kaya,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,2773.01,3715.83,NG100204,1401,Road Freight - Domestic,1842.23
720004,10003,41004,Northgate Supply Co. (UK),DDP,Trucking-Domestic,"Long An Phuoc Thanh Wire Assemblies Co., Ltd. - Long An",Northgate Supply Iberia S.L. - Valencia,Vietnam,Spain,"Ho Chi Minh City, Vietnam","Valencia, Spain",Grupo Raminatrans - Valencia,"Ho Chi Minh City, Vietnam",,"Valencia, Spain",14-Dec-2025,20-Dec-2025,06-Dec-2025,14-Dec-2025,20-Dec-2025,30-Dec-2025,,,,,,,,,,NG100204,03-Jan-2026,Dilan Kaya,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,2773.01,-related-,NG100204,1503,Import Trucking,1873.60
720005,10003,41004,Northgate Supply Co. (UK),DDP,Trucking-Domestic,"Long An Phuoc Thanh Wire Assemblies Co., Ltd. - Long An",Northgate Supply Iberia S.L. - Valencia,Vietnam,Spain,"Ho Chi Minh City, Vietnam","Valencia, Spain",Grupo Raminatrans - Valencia,"Ho Chi Minh City, Vietnam",Singapore,"Valencia, Spain",14-Dec-2025,20-Dec-2025,06-Dec-2025,14-Dec-2025,20-Dec-2025,30-Dec-2025,,,,,,24.797,5213.73,5213.73,20,NG100204,10-Jan-2026,Dilan Kaya,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,209.11,280.21,NG100204,1601,Origin Handling,136.72
720005,10003,41004,Northgate Supply Co. (UK),DDP,Trucking-Domestic,"Long An Phuoc Thanh Wire Assemblies Co., Ltd. - Long An",Northgate Supply Iberia S.L. - Valencia,Vietnam,Spain,"Ho Chi Minh City, Vietnam","Valencia, Spain",Grupo Raminatrans - Valencia,"Ho Chi Minh City, Vietnam",Singapore,"Valencia, Spain",14-Dec-2025,20-Dec-2025,06-Dec-2025,14-Dec-2025,20-Dec-2025,30-Dec-2025,,,,,,,,,,NG100204,05-Jan-2026,Dilan Kaya,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,209.11,-related-,NG100204,1336,Detention,143.49
720006,CT720006,41005,Northgate Supply Co. (UK),DAP,AIR,"Shaoxing Fenghua Textile Hardware Co., Ltd. - Shaoxing",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics G.m.b.H. - Bremen ,"Ningbo, China",,"Hamburg, Germany",10-Apr-2025,15-Apr-2025,03-Apr-2025,10-Apr-2025,15-Apr-2025,27-Apr-2025,,,,,,11.548,3550.90,3550.90,9,NG100205,03-May-2025,Priya Raghunathan,Northgate Supply Co. Ltd. (UK) - Manchester,open,EUR,12956.29,14122.36,NG100205,1101,Airfreight,12251.73
720006,CT720006,41005,Northgate Supply Co. (UK),DAP,AIR,"Shaoxing Fenghua Textile Hardware Co., Ltd. - Shaoxing",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics G.m.b.H. - Bremen ,"Ningbo, China",,"Hamburg, Germany",10-Apr-2025,15-Apr-2025,03-Apr-2025,10-Apr-2025,15-Apr-2025,27-Apr-2025,,,,,,,,,,NG100205,13-May-2025,Priya Raghunathan,Northgate Supply Co. Ltd. (UK) - Manchester,open,EUR,12956.29,-related-,NG100205,1601,Origin Handling,143.02
720006,CT720006,41005,Northgate Supply Co. (UK),DAP,AIR,"Shaoxing Fenghua Textile Hardware Co., Ltd. - Shaoxing",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics G.m.b.H. - Bremen ,"Ningbo, China",,"Hamburg, Germany",10-Apr-2025,15-Apr-2025,03-Apr-2025,10-Apr-2025,15-Apr-2025,27-Apr-2025,,,,,,,,,,NG100205,02-May-2025,Priya Raghunathan,Northgate Supply Co. Ltd. (UK) - Manchester,open,EUR,12956.29,-related-,NG100205,1503,Import Trucking,753.41
720006,CT720006,41005,Northgate Supply Co. (UK),DAP,AIR,"Shaoxing Fenghua Textile Hardware Co., Ltd. - Shaoxing",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics G.m.b.H. - Bremen ,"Ningbo, China",,"Hamburg, Germany",10-Apr-2025,15-Apr-2025,03-Apr-2025,10-Apr-2025,15-Apr-2025,27-Apr-2025,,,,,,,,,,NG100205,30-Apr-2025,Priya Raghunathan,Northgate Supply Co. Ltd. (UK) - Manchester,open,EUR,12956.29,-related-,NG100205,1411,Destination DAP charges,332.04
720006,CT720006,41005,Northgate Supply Co. (UK),DAP,AIR,"Shaoxing Fenghua Textile Hardware Co., Ltd. - Shaoxing",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics G.m.b.H. - Bremen ,"Ningbo, China",,"Hamburg, Germany",10-Apr-2025,15-Apr-2025,03-Apr-2025,10-Apr-2025,15-Apr-2025,27-Apr-2025,,,,,,,,,,NG100205,17-May-2025,Priya Raghunathan,Northgate Supply Co. Ltd. (UK) - Manchester,open,EUR,12956.29,-related-,NG100205,1620,Bill of Lading Fee,63.76
720006,CT720006,41005,Northgate Supply Co. (UK),DAP,AIR,"Shaoxing Fenghua Textile Hardware Co., Ltd. - Shaoxing",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics G.m.b.H. - Bremen ,"Ningbo, China",,"Hamburg, Germany",10-Apr-2025,15-Apr-2025,03-Apr-2025,10-Apr-2025,15-Apr-2025,27-Apr-2025,,,,,,,,,,NG100205,07-May-2025,Priya Raghunathan,Northgate Supply Co. Ltd. (UK) - Manchester,open,EUR,12956.29,-related-,NG100205,1600,Outlay Fee,82.10
720006,CT720006,41005,Northgate Supply Co. (UK),DAP,AIR,"Shaoxing Fenghua Textile Hardware Co., Ltd. - Shaoxing",Northgate Supply Co. Deutschland GmbH - Bremen,China,Germany,"Ningbo, China","Hamburg, Germany",BLG Logistics G.m.b.H. - Bremen ,"Ningbo, China",,"Hamburg, Germany",10-Apr-2025,15-Apr-2025,03-Apr-2025,10-Apr-2025,15-Apr-2025,27-Apr-2025,,,,,,,,,,NG100205,18-May-2025,Priya Raghunathan,Northgate Supply Co. Ltd. (UK) - Manchester,open,EUR,12956.29,-related-,NG100205,1641,ISC2 Fee (Destination Europe),496.30
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,0,0,1,0,43.020,10488.25,10488.25,28,NG100206,13-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,8885.19,NG100206,1301,Oceanfreight - FCL & Services,4511.71
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,0,0,1,0,,,,,NG100206,12-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1631,EXW Collection,500.06
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,21-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1632,EXW Terminal Handling (THC),322.72
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,11-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1633,EXW VGM Filing,45.90
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,28-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1634,EXW Seal Fee,38.66
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,13-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1635,EXW Export Documentation,68.44
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,18-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1636,EXW Customs Export Declaration,100.70
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,27-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1637,EXW Origin Service Fee,138.26
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,22-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1601,Origin Handling,139.00
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,26-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1602,Origin Drayage to Port,293.39
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,22-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1638,DAP Charges - 40' HC,2267.30
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,22-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1505,Destination Terminal Handling,231.94
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,23-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1511,Destination Port Charges,160.59
720007,CT720007,41006,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Saigon Hi-Tech Enclosures JSC - Ho Chi Minh City,Northgate Supply Co. Deutschland GmbH - Bremen,Vietnam,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",Rhenus Warehousing Solutions - Duisburg,"Ho Chi Minh City, Vietnam",Singapore,"Hamburg, Germany",01-Jul-2025,06-Aug-2025,26-Jun-2025,01-Jul-2025,06-Aug-2025,07-Aug-2025,,,,,,,,,,NG100206,26-Aug-2025,Marcus Oyelaran,Northgate Supply Co. Ltd. (UK) - Manchester,open,GBP,6630.74,-related-,NG100206,1620,Bill of Lading Fee,66.52
720008,CT720008,41007,Northgate Supply Co. (UK),EXW,OCEAN - FCL (AW),Binh Duong Truong Phat Metalworks JSC - Binh Duong,Northgate Supply Co. Deutschland GmbH - Bremen,Hong Kong,Germany,"Ho Chi Minh City, Vietnam","Hamburg, Germany",BLG Logistics GmbH - Bremen,"Ho Chi Minh City, Vietnam",,"Hamburg, Germany",18-Oct-2025,27-Nov-2025,13-Oct-2025,18-Oct-2025,27-Nov-2025,01-Dec-2025,,0,0,2,0,63.394,14244.92,14244.92,45,NG100207,03-Dec-2025,Dilan Kaya,Northgate Supply Co. Ltd. (UK) - Manchester,open,EUR,16366.09,17839.04,NG100207,1301,Ocean Freight FCL,9224.52
