CT #,GRP #,M #,Client Company,Shipping Term,Transport Mode,Shipper,Consignee,Origin Country,Destination Country,Origin,Destination,Delivery,Port of Loading,Transshipment Port,Port of Discharge,Act Port Load,Act Port Disch,Cargo Ready,Act Depart,Act Arriv,Act Deliv,CT Conts ST,20,40,40HQ,45,CT CBM,CT CWT,CT GWT kg,CT Plts,Sales Invoice #,Date Issued,Issued by,Bill To Party Company,Status,Currency,Billed Sales Amount,USD Sales Amount,Sales Invoice #,SI CC,SI CC Description,USD SI CC
720003,CT720003,41003,Meritt Hardware Group S.A. (ES),DAP,Trucking-Domestic,"Zhongshan Guzhen Lighting Accessories Co., Ltd. - Zhongshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",07-Apr-2025,16-Apr-2025,04-Apr-2025,07-Apr-2025,16-Apr-2025,19-Apr-2025,,,,,,,,,,MH100203,26-Apr-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,USD,2666.88,-related-,MH100203,1600,Outlay Fee 2.5 %,71.01
720004,CT720004,41004,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",2025-04-25,2025-05-22,2025-04-22,2025-04-25,2025-05-22,2025-05-27,,0,0,1,0,62.027,10397.43,10397.43,43,MH100204,2025-06-13,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,6012.59,6012.59,MH100204,1300,Ocean Freight & Delivery,4517.73
720004,CT720004,41004,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",2025-04-25,2025-05-22,2025-04-22,2025-04-25,2025-05-22,2025-05-27,,0,0,1,0,,,,,MH100204,2025-05-31,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,6012.59,-related-,MH100204,1630,EXW Origin Charges - Consolidated,1036.74
720004,CT720004,41004,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",2025-04-25,2025-05-22,2025-04-22,2025-04-25,2025-05-22,2025-05-27,,,,,,,,,,MH100204,2025-06-13,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,6012.59,-related-,MH100204,1601,Origin Handling,148.26
720004,CT720004,41004,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",2025-04-25,2025-05-22,2025-04-22,2025-04-25,2025-05-22,2025-05-27,,,,,,,,,,MH100204,2025-06-12,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,6012.59,-related-,MH100204,1511,Destination Port Charges,160.83
720004,CT720004,41004,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",2025-04-25,2025-05-22,2025-04-22,2025-04-25,2025-05-22,2025-05-27,,,,,,,,,,MH100204,2025-06-08,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,6012.59,-related-,MH100204,1620,Bill of Lading Fee,57.66
720004,CT720004,41004,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Pingshan Antai Wire Forms Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Valles Oriental Logistica S.L. - Granollers,"Shenzhen, China",,"Barcelona, Spain",2025-04-25,2025-05-22,2025-04-22,2025-04-25,2025-05-22,2025-05-27,,,,,,,,,,MH100204,2025-05-29,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,USD,6012.59,-related-,MH100204,1600,Outlay Fee,91.37
720005,10004,41005,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Zhongshan Guzhen Lighting Accessories Co., Ltd. - Zhongshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Turia Almacenes Logisticos S.L. - Ribarroja,"Shenzhen, China",Singapore,"Valencia, Spain",26-Apr-2026,01-Jun-2026,22-Apr-2026,26-Apr-2026,01-Jun-2026,02-Jun-2026,,0,0,1,0,21.144,7147.08,7147.08,15,MH100205,16-Jun-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,3825.25,4169.52,MH100205,1300,Ocean Freight - Port to Door,4114.36
720005,10004,41005,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Zhongshan Guzhen Lighting Accessories Co., Ltd. - Zhongshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Turia Almacenes Logisticos S.L. - Ribarroja,"Shenzhen, China",Singapore,"Valencia, Spain",26-Apr-2026,01-Jun-2026,22-Apr-2026,26-Apr-2026,01-Jun-2026,02-Jun-2026,,0,0,1,0,,,,,MH100205,18-Jun-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,3825.25,-related-,MH100205,1620,Bill of Lading Fee,55.16
720006,10004,41005,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Zhongshan Guzhen Lighting Accessories Co., Ltd. - Zhongshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Turia Almacenes Logisticos S.L. - Ribarroja,"Shenzhen, China",,"Valencia, Spain",26-Apr-2026,01-Jun-2026,22-Apr-2026,26-Apr-2026,01-Jun-2026,02-Jun-2026,,0,0,1,0,19.735,6670.62,6670.62,14,MH100205,18-Jun-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,1259.72,1373.10,MH100205,1630,Origin Charges - All In,1373.10
720007,10004,41005,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Zhongshan Guzhen Lighting Accessories Co., Ltd. - Zhongshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Turia Almacenes Logisticos S.L. - Ribarroja,"Shenzhen, China",,"Valencia, Spain",26-Apr-2026,01-Jun-2026,22-Apr-2026,26-Apr-2026,01-Jun-2026,02-Jun-2026,,0,0,1,0,19.735,6670.62,6670.62,14,MH100205,14-Jun-2026,Guillem Ortiz,Meritt Hardware Group S.A. - Valencia,open,EUR,129.25,140.88,MH100205,1601,Origin Handling,140.88
720008,CT720008,41006,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Ferragens Lda. - Lisboa,China,Spain,"Shenzhen, China","Valencia, Spain",Tejo Armazenagem e Distribuicao Lda - Lisboa ,"Shenzhen, China",,"Valencia, Spain",07-Aug-2025,03-Sep-2025,02-Aug-2025,07-Aug-2025,03-Sep-2025,09-Sep-2025,,0,0,2,0,116.459,19992.35,19992.35,88,MH100206,23-Sep-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,11570.25,12611.57,MH100206,1300,Oceanfreight incl. Destination Delivery,11166.71
720008,CT720008,41006,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Ferragens Lda. - Lisboa,China,Spain,"Shenzhen, China","Valencia, Spain",Tejo Armazenagem e Distribuicao Lda - Lisboa ,"Shenzhen, China",,"Valencia, Spain",07-Aug-2025,03-Sep-2025,02-Aug-2025,07-Aug-2025,03-Sep-2025,09-Sep-2025,,0,0,2,0,,,,,MH100206,27-Sep-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,11570.25,-related-,MH100206,1601,Origin Handling,272.29
720008,CT720008,41006,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Ferragens Lda. - Lisboa,China,Spain,"Shenzhen, China","Valencia, Spain",Tejo Armazenagem e Distribuicao Lda - Lisboa ,"Shenzhen, China",,"Valencia, Spain",07-Aug-2025,03-Sep-2025,02-Aug-2025,07-Aug-2025,03-Sep-2025,09-Sep-2025,,,,,,,,,,MH100206,22-Sep-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,11570.25,-related-,MH100206,1505,Destination Terminal Handling,409.33
720008,CT720008,41006,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Ferragens Lda. - Lisboa,China,Spain,"Shenzhen, China","Valencia, Spain",Tejo Armazenagem e Distribuicao Lda - Lisboa ,"Shenzhen, China",,"Valencia, Spain",07-Aug-2025,03-Sep-2025,02-Aug-2025,07-Aug-2025,03-Sep-2025,09-Sep-2025,,,,,,,,,,MH100206,18-Sep-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,11570.25,-related-,MH100206,1620,Bill of Lading Fee,55.82
720008,CT720008,41006,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Ferragens Lda. - Lisboa,China,Spain,"Shenzhen, China","Valencia, Spain",Tejo Armazenagem e Distribuicao Lda - Lisboa ,"Shenzhen, China",,"Valencia, Spain",07-Aug-2025,03-Sep-2025,02-Aug-2025,07-Aug-2025,03-Sep-2025,09-Sep-2025,,,,,,,,,,MH100206,18-Sep-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,11570.25,-related-,MH100206,1600,Outlay Fee 2.5 %,88.37
720008,CT720008,41006,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Ferragens Lda. - Lisboa,China,Spain,"Shenzhen, China","Valencia, Spain",Tejo Armazenagem e Distribuicao Lda - Lisboa ,"Shenzhen, China",,"Valencia, Spain",07-Aug-2025,03-Sep-2025,02-Aug-2025,07-Aug-2025,03-Sep-2025,09-Sep-2025,,,,,,,,,,MH100206,26-Sep-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,11570.25,-related-,MH100206,1299,Other Customs Charges - stamp duty,619.05
720009,CT720009,41007,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Baoan Weiheng Fasteners Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Getafe Plataforma Logistica - Madrid,"Shenzhen, China",,"Valencia, Spain",05-Feb-2025,28-Feb-2025,28-Jan-2025,05-Feb-2025,28-Feb-2025,01-Mar-2025,,0,0,2,0,63.181,18605.89,18605.89,44,MH100207,06-Mar-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,USD,12538.31,12538.31,MH100207,1300,Oceanfreight incl. Destination Delivery,9943.31
720009,CT720009,41007,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Baoan Weiheng Fasteners Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Getafe Plataforma Logistica - Madrid,"Shenzhen, China",,"Valencia, Spain",05-Feb-2025,28-Feb-2025,28-Jan-2025,05-Feb-2025,28-Feb-2025,01-Mar-2025,,0,0,2,0,,,,,MH100207,04-Mar-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,USD,12538.31,-related-,MH100207,1630,Origin Charges - All In,2075.95
720009,CT720009,41007,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Baoan Weiheng Fasteners Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Getafe Plataforma Logistica - Madrid,"Shenzhen, China",,"Valencia, Spain",05-Feb-2025,28-Feb-2025,28-Jan-2025,05-Feb-2025,28-Feb-2025,01-Mar-2025,,,,,,,,,,MH100207,21-Mar-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,USD,12538.31,-related-,MH100207,1505,Destination Terminal Handling,461.32
720009,CT720009,41007,Meritt Hardware Group S.A. (ES),EXW,OCEAN - FCL (AW),"Shenzhen Baoan Weiheng Fasteners Co., Ltd. - Shenzhen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Getafe Plataforma Logistica - Madrid,"Shenzhen, China",,"Valencia, Spain",05-Feb-2025,28-Feb-2025,28-Jan-2025,05-Feb-2025,28-Feb-2025,01-Mar-2025,,,,,,,,,,MH100207,20-Mar-2025,Xavier Mendoza,Meritt Hardware Group S.A. - Valencia,open,USD,12538.31,-related-,MH100207,1620,Bill of Lading Fee,57.73
720010,CT720010,41008,Meritt Hardware Group S.A. (ES),CIF,AIR,"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",,"Barcelona, Spain",21-May-2026,27-May-2026,16-May-2026,21-May-2026,27-May-2026,31-May-2026,,,,,,30.439,11080.08,11080.08,23,MH100208,09-Jun-2026,Nuria Bastida,Meritt Hardware Group S.A. - Valencia,open,EUR,35445.40,38635.49,MH100208,1101,Airfreight,37179.92
720010,CT720010,41008,Meritt Hardware Group S.A. (ES),CIF,AIR,"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",,"Barcelona, Spain",21-May-2026,27-May-2026,16-May-2026,21-May-2026,27-May-2026,31-May-2026,,,,,,,,,,MH100208,15-Jun-2026,Nuria Bastida,Meritt Hardware Group S.A. - Valencia,open,EUR,35445.40,-related-,MH100208,1601,Origin Handling,131.70
720010,CT720010,41008,Meritt Hardware Group S.A. (ES),CIF,AIR,"Guangzhou Panyu Sanhe Abrasives Co., Ltd. - Guangzhou",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",,"Barcelona, Spain",21-May-2026,27-May-2026,16-May-2026,21-May-2026,27-May-2026,31-May-2026,,,,,,,,,,MH100208,04-Jun-2026,Nuria Bastida,Meritt Hardware Group S.A. - Valencia,open,EUR,35445.40,-related-,MH100208,1503,Import Trucking,1323.87
720011,10008,41009,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",24-Feb-2025,20-Mar-2025,17-Feb-2025,24-Feb-2025,20-Mar-2025,23-Mar-2025,,0,0,1,0,41.492,13095.95,13095.95,29,MH100209,12-Apr-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,9078.58,9895.65,MH100209,1300,Ocean Freight - Port to Door,9895.65
720012,10008,41010,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",Singapore,"Valencia, Spain",24-Feb-2025,20-Mar-2025,17-Feb-2025,24-Feb-2025,20-Mar-2025,23-Mar-2025,,0,0,1,0,41.493,13095.94,13095.94,29,MH100209,01-Apr-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,246.03,268.17,MH100209,1601,Origin Handling,268.17
720013,10008,41009,Meritt Hardware Group S.A. (ES),FOB,OCEAN - FCL (AW),"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Valencia, Spain",Meritt Hardware c/o Getafe Plataforma - Madrid,"Shenzhen, China",,"Valencia, Spain",24-Feb-2025,20-Mar-2025,17-Feb-2025,24-Feb-2025,20-Mar-2025,23-Mar-2025,,0,0,1,0,41.493,13095.94,13095.94,29,MH100209,01-Apr-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,54.57,59.48,MH100209,1620,Bill of Lading Fee,59.48
720014,10009,41011,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",,"Barcelona, Spain",24-Dec-2025,27-Dec-2025,18-Dec-2025,24-Dec-2025,27-Dec-2025,04-Jan-2026,,,,,,4.235,1275.60,1275.60,3,MH100210,20-Jan-2026,Alba Ferreiro,Meritt Hardware Group S.A. - Valencia,open,EUR,7395.59,8061.19,MH100210,1101,Airfreight,7455.81
720014,10009,41011,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",,"Barcelona, Spain",24-Dec-2025,27-Dec-2025,18-Dec-2025,24-Dec-2025,27-Dec-2025,04-Jan-2026,,,,,,,,,,MH100210,12-Jan-2026,Alba Ferreiro,Meritt Hardware Group S.A. - Valencia,open,EUR,7395.59,-related-,MH100210,1503,Import Trucking,605.38
720015,10009,41011,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",Singapore,"Barcelona, Spain",24-Dec-2025,27-Dec-2025,18-Dec-2025,24-Dec-2025,27-Dec-2025,04-Jan-2026,,,,,,2.823,850.40,850.40,2,MH100210,06-Jan-2026,Alba Ferreiro,Meritt Hardware Group S.A. - Valencia,open,EUR,187.25,204.10,MH100210,1601,Origin Handling,143.42
720015,10009,41011,Meritt Hardware Group S.A. (ES),DAP,AIR,"Jiangmen Pengjiang Hengli Locksets Co., Ltd. - Jiangmen",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",Singapore,"Barcelona, Spain",24-Dec-2025,27-Dec-2025,18-Dec-2025,24-Dec-2025,27-Dec-2025,04-Jan-2026,,,,,,,,,,MH100210,21-Jan-2026,Alba Ferreiro,Meritt Hardware Group S.A. - Valencia,open,EUR,187.25,-related-,MH100210,1620,Bill of Lading Fee,60.68
720016,CT720016,41012,Meritt Hardware Group S.A. (ES),DAP,OCEAN - FCL (AW),"Nanhai Chengfeng Aluminium Fittings Co., Ltd. - Foshan",Meritt Hardware Group S.A. - Valencia,China,Spain,"Shenzhen, China","Barcelona, Spain",Plaza Zaragoza Servicios Logisticos - Zaragoza,"Shenzhen, China",Singapore,"Barcelona, Spain",07-Aug-2025,14-Sep-2025,04-Aug-2025,07-Aug-2025,14-Sep-2025,26-Sep-2025,,0,0,1,0,15.764,3494.54,3494.54,11,MH100211,28-Sep-2025,Rui Camposinhos,Meritt Hardware Group S.A. - Valencia,open,EUR,4805.85,5238.38,MH100211,1300,Ocean Freight - Port to Door,5084.37
